"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N#","SerialNumber","HasSafetyRec","Mode","ReportType","OriginalPublishedDate","DocketOriginalPublishedDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","OnboardInjuryCount","OnGroundInjuryCount","ProbableCause","Findings","EventID","Latitude","Longitude ","Make","Model","AirCraftCategory","AirportID","AirportName","AmateurBuilt","NumberOfEngines","EngineType","Scheduled","PurposeOfFlight","FAR","AirCraftDamage","WeatherCondition","Operator","BroadPhaseofFlight","ReportStatus","RepGenFlag","MostRecentReportType","DocketUrl","ReportUrl"
"CEN25FA119","ACC","199846","2025-03-13T07:33:00Z","Mesquite","Texas","United States",,"N525CZ","525A0380","false","Aviation","",,,"Fatal","1","0","0","1","0",,,,"32.725268999999997","-96.541438999999997","CESSNA","525","AIR","KHQZ",,"false","2",,,"POSI","091","Destroyed","VMC","Under Evaluation","Takeoff","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199846/pdf"
"ERA25LA142","ACC","199845","2025-03-12T14:50:00Z","Orlando","Florida","United States",,"N27GP","U20604105","false","Aviation","",,,"None","0","0","0","0","0",,,,"28.502687999999999","-81.095642999999995","CESSNA","TU206G","AIR","N/A",,"false","1",,,"AOBV","091","Substantial","VMC","GPI GEOSPATIAL INC","Enroute","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199845/pdf"
"ERA25LA141","ACC","199844","2025-03-12T13:00:00Z","Hollywood","Florida","United States",,"N3055B","28-7990137","false","Aviation","",,,"Minor","0","0","1","1","0",,,,"26","-80","PIPER","PA-28-181","AIR","HWO","NORTH PERRY","false","1",,,"INST","091","Substantial","VMC",,"Initial Climb","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199844/pdf"
"CEN25LA120","ACC","199850","2025-03-12T11:10:00Z","Lincoln","Nebraska","United States",,"N93TJ","28R-35026","false","Aviation","DirectorBrief","2025-05-09T04:00:00Z","2025-05-09T18:00:00Z","None","0","0","0","0","0","A failure of the flight crew to ensure that the landing gear was properly extended before landing.","Personnel issues - Task performance - Use of equip/info - Use of checklist - Flight crew, Personnel issues - Action/decision - Action - Forgotten action/omission - Flight crew, Aircraft - Aircraft systems - Landing gear system - Gear extension and retract sys - Not used/operated",,"40.854764000000003","-96.750480999999994","PIPER","PA-28R-200","AIR","LNK","Lincoln","false","1","REC",,"INST","091","Substantial","VMC","Revv Aviation","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=199850","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199850/pdf"
"CEN25LA118","ACC","199843","2025-03-11T18:10:00Z","Paonia","Colorado","United States",,"N45TW","JA512-11-17","false","Aviation","",,,"None","0","0","0","0","0",,,,"38.831299999999999","-107.64579999999999","CAMERON CLARK S","JA30 SUPERSTOL","AIR","7V2",,"false","1",,,"PERS","091","Substantial",,"CAMERON CLARK S","Takeoff","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199843/pdf"
"WPR25LA111","ACC","199839","2025-03-11T13:40:00Z","Roswell","New Mexico","United States",,"N711HE","P21000242","false","Aviation","",,,"None","0","0","0","0",,,,,"33.299878","-104.5294","CESSNA","P210N","AIR","ROW","Roswell Air Center Airport","false","1",,,"PERS","091","Substantial","VMC","REGISTRATION PENDING","Enroute","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199839/pdf"
"CEN25LA116","ACC","199828","2025-03-10T18:30:00Z","Chicago","Illinois","United States",,"N128AF","11475","false","Aviation","",,,"None","0","0","0","0","0",,,,"41.777700000000003","-87.581299999999999","ROBINSON HELICOPTER","R44 II","HELI","IGQ","Lansing Municipal","false","1",,,"BUS","091","Substantial","VMC","SUMMERSKYZ INC","Enroute","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199828/pdf"
"CEN25LA117","ACC","199832","2025-03-10T12:40:00Z","Plainview","Texas","United States",,"N923ZA","72007","false","Aviation","",,,"None","0","0","0","0","0",,,,"34.164484999999999","-101.73069","CAMPBELL JOHN S","RV-7A","AIR","PVW","HALE COUNTY","false","1",,,"PERS","091","Substantial","VMC",,"Initial Climb","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199832/pdf"
"CEN25MA115","ACC","199825","2025-03-10T12:37:00Z","Canton","Mississippi","United States",,"N835CS","1091","false","Aviation","",,,"Fatal","3","0","0","3","0",,,,"32.559192000000003","-89.907613999999995","EUROCOPTER DEUTSCHLAND GMBH","EC 135 P2+","HELI",,,"false","2",,"NSCH","BUS","135","Destroyed","VMC","MED-TRANS CORP","Enroute","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199825/pdf"
"ANC25LA023","ACC","199837","2025-03-10T12:30:00Z","Cantwell","Alaska","United States",,"N5375","17263527","false","Aviation","DirectorBrief","2025-06-13T04:00:00Z","2025-06-13T17:00:00Z","None","0","0","0","0",,"The pilot’s failure to maintain altitude during a low-altitude maneuver which resulted in inadvertent ground contact and a nose over.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained, Personnel issues - Psychological - Attention/monitoring - Monitoring environment - Pilot",,"63.328761999999998","-149.13677000000001","CESSNA","172","AIR","UMM","Summit","false","1","REC",,"PERS","091","Substantial","VMC","Arctic Flying Club","Maneuvering","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=199837","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199837/pdf"
"CEN25LA114","ACC","199824","2025-03-09T22:15:00Z","Rochester","Minnesota","United States",,"N4784J","MB-220","false","Aviation","",,,"Minor","0","0","1","1","0",,,,"43.922193","-92.500568999999999","BEECH","A23-19","AIR","RST","Rochester International Airport","false","1",,,"PERS","091","Substantial","VMC","AIRLAKE AERO INC","Initial Climb","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199824/pdf"
"WPR25LA110","ACC","199826","2025-03-09T21:04:00Z","North Las Vegas","Nevada","United States",,"N44KY","11307","false","Aviation","",,,"Minor","0","0","2","2",,,,,"36.210703000000002","-115.19444","ROBINSON HELICOPTER COMPANY","R44 II","HELI","VGT",,"false","1",,"NSCH","OWRK","091","Substantial","VMC","West Air Helicopters","Takeoff","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199826/pdf"
"ERA25LA137","ACC","199816","2025-03-09T15:30:00Z","Lititz","Pennsylvania","United States",,"N347M","EA-253","false","Aviation","",,,"Serious","0","2","3","5",,,,,"40.120452","-76.298970999999995","BEECH","A36TC","AIR","LNS","LANCASTER","false","1",,,"PERS","091","Destroyed","VMC",,"Approach","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199816/pdf"
"ANC25LA032","ACC","199975","2025-03-07T20:02:00Z","Redding","California","United States",,"N32371","32-7540035","false","Aviation","",,,"None","0","0","0","0",,,,,"40.507250999999997","-122.29885","PIPER","PA-32-300","AIR","KRDD","Redding","false","1",,,"PERS","091","Substantial","VMC",,"Landing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199975/pdf"
"ANC25LA027","ACC","199893","2025-03-07T18:40:00Z","Sleetmute","Alaska","United States",,"N304PT","304","false","Aviation","",,,"None","0","0","0","0",,,,,"61.699624","-157.17343","PILATUS","PC-12/45","AIR","SLQ","Sleetmute","false","1",,"NSCH","BUS","135","Substantial","IMC","Trygg Holdings, LLC","Enroute","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199893/pdf"
"ANC25LA030","ACC","199961","2025-03-07T15:30:00Z","Highline Lake","Alaska","United States",,"N1718R","18502439","false","Aviation","",,,"None","0","0","0","0",,,,,"61.737921","-151.38352","CESSNA","A185F","AIR",,"NONE","false","1",,,"PERS","091","Substantial","VMC",,"Taxi","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199961/pdf"
"CEN25LA112","ACC","199818","2025-03-07T14:50:00Z","Romeo","Michigan","United States",,"N7550G","17259250","false","Aviation","DirectorBrief","2025-05-29T04:00:00Z","2025-05-29T18:00:00Z","None","0","0","0","0","0","The pilot's failure to maintain directional control during the landing roll. Contributing to the accident was the soft, wet grass.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Environmental issues - Physical environment - Terrain - Wet/muddy terrain - Contributed to outcome",,"42.795288999999997","-82.974697000000006","CESSNA","172L","AIR","D98","ROMEO STATE","false","1","REC",,"INST","091","Substantial","VMC","Oakland Flight Training","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=199818","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199818/pdf"
"CEN25LA111","ACC","199809","2025-03-06T12:45:00Z","Pearland","Texas","United States",,"N54479","28-7425144","false","Aviation","",,,"Minor","0","0","1","1","0",,,,"29.504342000000001","-95.231048999999999","PIPER","PA-28-140","AIR","LVJ","PEARLAND RGNL","false","1",,"NSCH","PERS","091","Substantial","VMC",,"Initial Climb","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199809/pdf"
"ERA25LA136","ACC","199808","2025-03-06T12:45:00Z","North Myrtle Beach","South Carolina","United States",,"N744SM","4581","false","Aviation","DirectorBrief","2025-05-09T04:00:00Z","2025-05-09T18:00:00Z","Minor","0","0","1","1",,"The pilot’s failure to maintain directional control while attempting to land in a gusty crosswind, which resulted in a runway excursion.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Environmental issues - Conditions/weather/phenomena - Wind - Crosswind - Response/compensation, Environmental issues - Conditions/weather/phenomena - Wind - Gusts - Response/compensation",,"33.811750000000004","-78.723944000000003","CIRRUS DESIGN CORP","SR22","AIR","CRE","Grand Strand Airport","false","1","REC",,"PERS","091","Substantial","VMC",,"Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=199808","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199808/pdf"
"CEN25LA110","ACC","199807","2025-03-05T15:00:00Z","Weslaco","Texas","United States",,"N3341V","15076467","false","Aviation","DirectorBrief","2025-05-09T04:00:00Z","2025-05-09T18:00:00Z","None","0","0","0","0","0","The pilot’s improper landing flare while attempting to land with a tailwind, which resulted in a hard landing.","Environmental issues - Conditions/weather/phenomena - Wind - Tailwind - Ability to respond/compensate, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",,"26.178708","-97.974006000000003","CESSNA","150","AIR","KTXW","Mid Valley Airport","false","1","REC",,"PERS","091","Substantial","VMC",,"Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=199807","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199807/pdf"
"WPR25FA108","ACC","199801","2025-03-04T16:55:00Z","Renslow","Washington","United States",,"N6167F","A1500437","false","Aviation","",,,"Fatal","1","0","0","1",,,,,"47.024051999999998","-120.22701000000001","CESSNA","A150L","AIR",,,"false","1",,,"PERS","091","Destroyed",,,"Enroute","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199801/pdf"
"CEN25LA109","ACC","199796","2025-03-04T13:40:00Z","San Antonio","Texas","United States",,"N524HJ","42000077","false","Aviation","",,,"None","0","0","0","0","0",,,,"29.533957999999998","-98.469057000000006","HONDA AIRCRAFT CO LLC","HA-420","AIR","SAT",,"false","2",,,"POSI","091","Substantial",,,"Landing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199796/pdf"
"ERA25LA208","ACC","200195","2025-03-04T13:30:00Z","Zellwood","Florida","United States",,"N19535","1MK419C","false","Aviation","",,,"None","0","0","0","0","0",,,,"28.729897000000001","-81.651300000000006","WAGONER RICHARD","SEAREY","AIR","FA83","ORLANDO NORTH AIRPARK","false","1",,,"PERS","091","Substantial",,,"Landing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200195/pdf"
"ANC25LA024","ACC","199842","2025-03-02T15:30:00Z","Plamer","Alaska","United States",,"N6999","18-8881","false","Aviation","",,,"Minor","0","0","1","1",,,,,"61.5","-148.88999999999999","PIPER","PA-18-150","AIR",,,"false","1",,,"PERS","091","Substantial","VMC",,"Landing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199842/pdf"
"DCA25LA156","ACC","199820","2025-03-02T05:00:00Z","San Diego","California","United States",,"N8776L","67761","false","Aviation","",,,"Serious","0","1","0","1",,,,,"0","0","BOEING","737-8","AIR",,,"false","2",,"SCHD",,"121","None","Unknown","SOUTHWEST AIRLINES CO","Enroute","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199820/pdf"
"CEN25FA106","ACC","199781","2025-03-01T13:15:00Z","Matheson","Colorado","United States",,"N902T","70284","false","Aviation","",,,"Fatal","1","0","0","1",,,,,"39.120457000000002","-103.89491","VANS","RV7","AIR",,,"true","1",,,"PERS","091","Substantial","VMC",,"Unknown","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199781/pdf"
"ERA25LA132","ACC","199785","2025-03-01T12:38:00Z","New Smyrna Beach","Florida","United States",,"N923EP","172S13038","false","Aviation","",,,"None","0","0","0","0",,,,,"29.047395999999999","-80.949081000000007","Textron Aviation","172","AIR","EVB","NEW SMYRNA BEACH MUNI","false","1",,,"INST","091","Substantial","VMC","EPIC AVIATION INC","Takeoff","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199785/pdf"
"DCA25FA148","INC","199780","2025-03-01T09:00:00Z","Newark","New Jersey","United States",,"N178FE","63109","false","Aviation","",,,"None","0","0","0","0","0",,,,"40.692480000000003","-74.168687000000006","BOEING","767","AIR","EWR","NEWARK LIBERTY INTL","false","2",,"NSCH",,"121","Minor","VMC","FEDERAL EXPRESS CORP","Initial Climb","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199780/pdf"
"CEN25LA107","ACC","199790","2025-02-28T19:00:00Z","Alvord","Texas","United States",,"N2027T","0318","false","Aviation","",,,"None","0","0","0","0",,,,,"33.387013000000003","-97.731700000000004","SCHWEIZER","269C-1","HELI",,"Private Residence","false","1",,,"PERS","091","Substantial","VMC",,"Enroute","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199790/pdf"
"ERA25LA140","ACC","199829","2025-02-28T15:47:00Z","Arcadia","Florida","United States",,"N3080N","13338","false","Aviation","DirectorBrief","2025-05-09T04:00:00Z","2025-05-09T18:00:00Z","None","0","0","0","0",,"The pilot’s failure to maintain directional control while landing.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained",,"27.195843","-81.837261999999996","CESSNA","120","AIR","X06","ARCADIA MUNI","false","1","REC",,"PERS","091","Substantial","VMC",,"Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=199829","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199829/pdf"
"ANC25LA022","ACC","199804","2025-02-28T12:30:00Z","Anchor Point","Alaska","United States",,"N3798Z","18-7493","false","Aviation","",,,"Minor","0","0","1","1",,,,,"59.79466","-151.84683999999999","PIPER","PA-18-150","AIR","AK00","Anchor River Airpark","false","1",,,"PERS","091","Substantial","VMC",,"Enroute","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199804/pdf"
"ANC25LA021","ACC","199788","2025-02-28T12:00:00Z","Lihue","Hawaii","United States",,"N699AV","GA8-06-106","false","Aviation","",,,"Minor","0","0","1","1",,,,,"21.980398999999998","-159.34139999999999","GIPPSLAND","GA-8","AIR","PHLI","Lihue Airport","false","1",,,"BUS","091","Substantial","VMC","AIR VENTURES HAWAII LLC","Taxi","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199788/pdf"
"WPR25LA106","ACC","199775","2025-02-27T15:50:00Z","Heber City","Utah","United States",,"N345HU","1312","false","Aviation","",,,"None","0","0","0","0",,,,,"40.481805999999999","-111.4288","AVIAT INC","A-1","AIR","HCR",,"false","1",,,"PERS","091","Substantial",,"BACK COUNTRY N345HU LLC","Landing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199775/pdf"
"CEN25FA104","ACC","199774","2025-02-27T14:19:00Z","Uvalde","Texas","United States",,"N144SG","11880","false","Aviation","",,,"Fatal","2","0","0","2","0",,,,"29.241944","-100.14472000000001","ROBINSON HELICOPTER COMPANY","R44","HELI",,,"false","1",,,"AOBV","091","Substantial","VMC","HOLT HELICOPTERS INC","Maneuvering","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199774/pdf"
"CEN25LA105","ACC","199776","2025-02-27T08:45:00Z","Edgemont","South Dakota","United States",,"N6555C","10965","false","Aviation","",,,"Serious","0","1","0","1","0",,,,"43.351199999999999","-103.74767","ROBINSON HELICOPTER COMPANY","R44 II","HELI",,"Nonw","false","1",,,"AOBV","091","None","VMC","KIWI AIR LLC","Enroute","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199776/pdf"
"OPS25LA025","INC","199772","2025-02-26T14:38:00Z","Goodyear","Arizona","United States",,"N955NN, N322RC","31199, 17000969","false","Aviation","",,,,"0","0","0",,"0",,,,"33.439788","-112.35997999999999","BOEING, EMBRAER S A","737-823, ERJ 170-200 LR","AIR, AIR","PHX","PHOENIX SKY HARBOR INTL","false, false","2, 2",,"SCHD, SCHD",,"121, 121","None, None","VMC","WILMINGTON TRUST CO TRUSTEE, AMERICAN AIRLINES INC","Approach","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199772/pdf"
"ERA25LA130","ACC","199769","2025-02-26T09:30:00Z","Manchester","Vermont","United States",,"N43DN","28-7310036","false","Aviation","DirectorBrief","2025-05-09T04:00:00Z","2025-05-09T18:00:00Z","Serious","0","2","1","3","0","The pilot’s improper decision to continue the visual flight rules flight into instrument meteorological conditions, which resulted in the accumulation of airframe icing and a subsequent aerodynamic stall/spin.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Environmental issues - Conditions/weather/phenomena - Ceiling/visibility/precip - Below VFR minima - Decision related to condition, Environmental issues - Conditions/weather/phenomena - Temp/humidity/pressure - Conducive to structural icing - Awareness of condition",,"43.169490000000003","-73.106384000000006","PIPER","PA-28-235","AIR",,,"false","1","REC",,"PERS","091","Substantial","IMC",,"Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=199769","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199769/pdf"
"ERA25LA135","ACC","199802","2025-02-25T18:45:00Z","Smithville","Tennessee","United States",,"N459BA","00070","false","Aviation","",,,"None","0","0","0","0","0",,,,"36.045271999999997","-85.802406000000005","ICON","A5","AIR","0A3","SMITHVILLE MUNI","false","1",,,"PERS","091","Unknown","VMC",,"Landing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199802/pdf"
"ERA25LA131","ACC","199777","2025-02-25T16:30:00Z","Miami","Florida","United States",,"N799RX","1981","false","Aviation","DirectorBrief","2025-05-09T04:00:00Z","2025-05-09T18:00:00Z","None","0","0","0","0","0","The pilot’s failure to lower the landing gear before touchdown.","Personnel issues - Action/decision - Action - Forgotten action/omission - Pilot, Aircraft - Aircraft systems - Landing gear system - Main landing gear - Not used/operated",,"25.913283","-80.275069999999999","MALLORY HORTON","AQUA-BEE","AIR","TMB","MIAMI EXEC","true","1","REC",,"FLTS","091","Substantial","VMC",,"Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=199777","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199777/pdf"
"ERA25LA157","ACC","199917","2025-02-25T14:45:00Z","Lenoir","North Carolina","United States",,"N7697N","CD-1201","false","Aviation","",,,"None","0","0","0","0","0",,,,"35.934626999999999","-81.499870999999999","BEECH","E33","AIR","NC27",,"false","1",,,"PERS","091","Substantial","VMC",,"Enroute","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199917/pdf"
"DCA25LA141","OCC","199763","2025-02-25T09:48:00Z","Chicago","Illinois","United States",,"N8517F, N560FX","63594, 20886","false","Aviation","",,,"None","0","0","0","0",,,,,"41.785998999999997","-87.752403000000001","BOEING, BOMBARDIER","737-800, BD-100-1A10 (CL-35)","AIR, AIR","KMDW","Chicago Midway International Airport","false, false","2",,"SCHD, NSCH","PERS","121, 091K","None, None","VMC","SOUTHWEST AIRLINES CO, FLEXJET LLC","Landing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199763/pdf"
"ERA25LA126","ACC","199757","2025-02-24T20:45:00Z","Hampstead","North Carolina","United States",,"N930NH","0461","false","Aviation","",,,"Serious","0","3","0","3",,,,,"34.353189999999998","-77.815399999999997","EUROCOPTER DEUTSCHLAND GMBH","EC 135 P2+","HELI",,,"false","2",,"NSCH","POSI","135","Substantial","VMC","Integra Aviation LLC.","Enroute","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199757/pdf"
"CEN25LA103","ACC","199756","2025-02-24T15:30:00Z","Azle","Texas","United States",,"N78WT","M-3","false","Aviation","",,,"Minor","0","0","2","2",,,,,"32.895099999999999","-97.545900000000003","Starduster","II","AIR","2TE2","Flying Oaks Airport","true","1",,,"PERS","091","Destroyed","VMC",,"Approach","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199756/pdf"
"CEN25LA102","ACC","199752","2025-02-24T11:10:00Z","Iron River","Michigan","United States",,"N34284","17701749","false","Aviation","DirectorBrief","2025-05-09T04:00:00Z","2025-05-09T18:00:00Z","None","0","0","0","0","0","The airplane’s collision with runway lights during takeoff due to reduced airplane climb performance. Contributing to the accident was the shifting winds during takeoff which likely developed into a tailwind.","Personnel issues - Psychological - Attention/monitoring - Monitoring environment - Pilot, Environmental issues - Conditions/weather/phenomena - Wind - Tailwind - Effect on operation, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Climb rate - Not attained/maintained",,"46.078819000000003","-88.635499999999993","CESSNA","177","AIR","Y73","STAMBAUGH","false","1","REC",,"PERS","091","Substantial","VMC",,"Takeoff","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=199752","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199752/pdf"
"DCA25LA139","INC","199761","2025-02-24T09:48:00Z","Atlanta","Georgia","United States",,"N942AT","55005","false","Aviation","",,,"Minor","0","0","2","2","0",,,,"33.636699999999998","-84.427864","BOEING","717","AIR","ATL","HARTSFIELD/JACKSON ATLANTA INTL","false","2",,"SCHD",,"121","Minor","VMC","DELTA AIR LINES INC","Takeoff","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199761/pdf"
"ERA25LA125","ACC","199755","2025-02-23T21:15:00Z","Okeechobee","Florida","United States",,"N63CK","CCX-2000-0120","false","Aviation","DirectorBrief","2025-05-09T04:00:00Z","2025-05-09T18:00:00Z","None","0","0","0","0",,"A separation of the left main landing gear during landing.","Aircraft - Aircraft systems - Landing gear system - Main landing gear attach sec - Fatigue/wear/corrosion",,"27.264101","-80.853795000000005","C K ING ADVENTURE LLC","CCX-2000","AIR","OBE","OKEECHOBEE COUNTY","false","1","REC",,"PERS","091","Substantial","VMC",,"Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=199755","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199755/pdf"
"ERA25LA139","ACC","199827","2025-02-23T16:15:00Z","Gainesville","Georgia","United States",,"N2480D","20632","false","Aviation","",,,"None","0","0","0","0",,,,,"34.272626000000002","-83.830225999999996","CESSNA","170B","AIR","GVL","LEE GILMER MEML","false","1",,,"FERY","091","Substantial","VMC",,"Landing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199827/pdf"
"WPR25LA102","ACC","199745","2025-02-23T15:20:00Z","La Verne","California","United States",,"N137RJ","172S8296","false","Aviation","",,,"None","0","0","0","0",,,,,"34.090000000000003","-117.78","CESSNA","172S","AIR","KPOC","Brackett Field","false","1",,,"INST","091","Substantial","VMC",,"Taxi","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199745/pdf"
"ERA25LA124","ACC","199754","2025-02-23T15:00:00Z","Tavares","Florida","United States",,"N40DJ","2470","false","Aviation","DirectorBrief","2025-05-09T04:00:00Z","2025-05-09T18:00:00Z","Minor","0","0","2","2",,"The pilot’s improper flare during a bounced water landing, which resulted in a nose-down and submersion of the airplane’s open cockpit in the water.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Not attained/maintained",,"28.800556","-81.727778000000001","DECKER DANIEL B","SEAREY","AIR","FA1","Tavares Seaplane Base","true","1","REC",,"PERS","091","Substantial","VMC",,"Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=199754","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199754/pdf"
"ERA25LA128","ACC","199759","2025-02-23T10:00:00Z","Alton Bay","New Hampshire","United States",,"N321TB","E-1998","false","Aviation","",,,"None","0","0","0","0",,,,,"43","-71","BEECH","A36","AIR","B18","Alton Bay","false","1",,,"PERS","091","Substantial","VMC",,"Landing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199759/pdf"
"WPR25LA101","ACC","199744","2025-02-22T17:20:00Z","Santa Teresa","New Mexico","United States",,"N4191T","67-16164","false","Aviation","",,,"None","0","0","0","0",,,,,"31.874351000000001","-106.69204000000001","HUGHES","OH-6A","HELI","DNA",,"false","1",,,"INST","091","Substantial","VMC",,"Taxi","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199744/pdf"
